testReport

Date/Time Generated,8/31/15 2:25 PM
Report Time Zone,America/New_York
SubAccount Name,Rinck Advertising
Account ID,9515
Date Range,8/1/15 - 8/30/15

Report Fields
Date,Campaign,Ad,Site (DCM),Placement,Ad Type,Creative,Click-through URL,Clicks,Impressions,Click Rate,Active View: Viewable Impressions,Active View: Measurable Impressions,Active View: Eligible Impressions,Media Cost
2015-08-25,FY2016_Undergraduate,SAL_V1-PreRoll Tracking,Collective.com,Preroll,Tracking,SAL_V1,https://usm.maine.edu/explore,1,0,0.00,0,0,0,0.000000000
2015-08-25,FY2016_Undergraduate,SAL_V1_courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V1_courses,https://usm.maine.edu/explore,0,32,0.00,6,20,20,0.000000000
2015-08-25,FY2016_Undergraduate,SAL_V1_majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V1_majors,https://usm.maine.edu/explore,0,21,0.00,2,15,15,0.000000000
2015-08-25,FY2016_Undergraduate,SAL_majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_1_majors,https://usm.maine.edu/explore,0,36,0.00,4,23,23,0.000000000
2015-08-26,FY2016_Graduate,Tracking-Pandora_Tile,Pandora,Pandora_Tile,Tracking,Tracking,https://usm.maine.edu/explore,2,0,0.00,0,0,0,0.000000000
2015-08-26,FY2016_Undergraduate,Display,Pandora,Pandora,Tracking,SAL_V1,https://usm.maine.edu/explore,1,0,0.00,0,0,0,0.000000000
2015-08-26,FY2016_Undergraduate,SAL_V1-PreRoll Tracking,Collective.com,Preroll,Tracking,SAL_V1,https://usm.maine.edu/explore,2,0,0.00,0,0,0,0.000000000
2015-08-26,FY2016_Undergraduate,SAL_V1-Preroll,YouTube.com,YouTube,Tracking,SAL_V1,https://usm.maine.edu/explore,1,0,0.00,0,0,0,0.000000000
2015-08-28,FY2016_Graduate,160x600 Default Web Ad,Collective.com,Cross Platform,Default,SAL_V1,https://usm.maine.edu/explore,0,3,0.00,0,0,0,0.000000000
2015-08-28,FY2016_Graduate,300x250 Default Web Ad,Collective.com,Cross Platform,Default,SAL_V1,https://usm.maine.edu/explore,0,3,0.00,0,0,0,0.000000000
2015-08-28,FY2016_Graduate,728x90 Default Web Ad,Collective.com,Cross Platform,Default,SAL_V1,https://usm.maine.edu/explore,0,3,0.00,0,0,0,0.000000000
2015-08-28,FY2016_Graduate,SAL_V1-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V1,https://usm.maine.edu/explore,0,6,0.00,4,6,6,0.000000000
2015-08-28,FY2016_Graduate,SAL_V1-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V1,https://usm.maine.edu/explore,0,5,0.00,2,5,5,0.000000000
2015-08-28,FY2016_Graduate,SAL_V1-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V1,https://usm.maine.edu/explore,0,4,0.00,2,4,4,0.000000000
2015-08-28,FY2016_Graduate,SAL_V1-Mobile,MobileFuse.com,Mobile,Standard,SAL_V1,https://usm.maine.edu/explore,1,9,11.11,4,6,6,0.000000000
2015-08-28,FY2016_Graduate,SAL_V1-Tablet,MobileFuse.com,Tablet,Standard,SAL_V1,https://usm.maine.edu/explore,0,8,0.00,4,8,8,0.000000000
2015-08-28,FY2016_Graduate,SAL_V1-Tablet,MobileFuse.com,Tablet,Standard,SAL_V1,https://usm.maine.edu/explore,0,6,0.00,0,0,0,0.000000000
2015-08-28,FY2016_Graduate,SAL_V1_grad-Mobile,MobileFuse.com,Mobile,Standard,SAL_V1_grad,https://usm.maine.edu/explore,0,5,0.00,0,2,2,0.000000000
2015-08-28,FY2016_Graduate,Tracking-Pandora_Tile,Pandora,Pandora_Tile,Tracking,Tracking,https://usm.maine.edu/explore,1,0,0.00,0,0,0,0.000000000
2015-08-28,FY2016_Undergraduate,160x600 Default Web Ad,Collective.com,Cross Platform,Default,SAL_V1,https://usm.maine.edu/explore,0,8,0.00,0,0,0,0.000000000
2015-08-28,FY2016_Undergraduate,728x90 Default Web Ad,Collective.com,Cross Platform,Default,SAL_V1,https://usm.maine.edu/explore,1,8,12.50,0,0,0,0.000000000
2015-08-28,FY2016_Undergraduate,SAL_1_courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_1_courses,https://usm.maine.edu/explore,0,4,0.00,2,3,3,0.000000000
2015-08-28,FY2016_Undergraduate,SAL_V1-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V1,https://usm.maine.edu/explore,1,10,10.00,7,10,10,0.000000000
2015-08-28,FY2016_Undergraduate,SAL_V1-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V1,https://usm.maine.edu/explore,1,6,16.67,3,6,6,0.000000000
2015-08-28,FY2016_Undergraduate,SAL_V1-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V1,https://usm.maine.edu/explore,0,8,0.00,0,0,0,0.000000000
2015-08-28,FY2016_Undergraduate,SAL_V1-Cross Platform,Collective.com,Cross Platform,Standard,SAL_V1,https://usm.maine.edu/explore,0,8,0.00,4,8,8,0.000000000
2015-08-28,FY2016_Undergraduate,SAL_V1-Mobile,MobileFuse.com,Mobile,Standard,SAL_V1,https://usm.maine.edu/explore,0,3,0.00,0,1,1,0.000000000
2015-08-28,FY2016_Undergraduate,SAL_V1-PreRoll Tracking,Collective.com,Preroll,Tracking,SAL_V1,https://usm.maine.edu/explore,2,0,0.00,0,0,0,0.000000000
2015-08-28,FY2016_Undergraduate,SAL_V1-Preroll,YouTube.com,YouTube,Tracking,SAL_V1,https://usm.maine.edu/explore,1,0,0.00,0,0,0,0.000000000
2015-08-28,FY2016_Undergraduate,SAL_V1-Tablet,MobileFuse.com,Tablet,Standard,SAL_V1,https://usm.maine.edu/explore,2,6,33.33,3,6,6,0.000000000
2015-08-28,FY2016_Undergraduate,SAL_V1-Tablet,MobileFuse.com,Tablet,Standard,SAL_V1,https://usm.maine.edu/explore,1,3,33.33,0,0,0,0.000000000
2015-08-28,FY2016_Undergraduate,SAL_V1_courses-Mobile,MobileFuse.com,Mobile,Standard,SAL_V1_courses,https://usm.maine.edu/explore,0,3,0.00,5,3,3,0.000000000
2015-08-28,FY2016_Undergraduate,SAL_V1_majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_V1_majors,https://usm.maine.edu/explore,0,3,0.00,0,2,2,0.000000000
2015-08-28,FY2016_Undergraduate,SAL_majors-Mobile,MobileFuse.com,Mobile,Standard,SAL_1_majors,https://usm.maine.edu/explore,0,2,0.00,1,1,1,0.000000000
Grand Total:,---,---,---,---,---,---,---,44,606,7.26,130,375,375,0.000000000
